Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Source Code,Source,Unit,Y1961,Y1961F,Y1961N,Y1962,Y1962F,Y1962N,Y1963,Y1963F,Y1963N,Y1964,Y1964F,Y1964N,Y1965,Y1965F,Y1965N,Y1966,Y1966F,Y1966N,Y1967,Y1967F,Y1967N,Y1968,Y1968F,Y1968N,Y1969,Y1969F,Y1969N,Y1970,Y1970F,Y1970N,Y1971,Y1971F,Y1971N,Y1972,Y1972F,Y1972N,Y1973,Y1973F,Y1973N,Y1974,Y1974F,Y1974N,Y1975,Y1975F,Y1975N,Y1976,Y1976F,Y1976N,Y1977,Y1977F,Y1977N,Y1978,Y1978F,Y1978N,Y1979,Y1979F,Y1979N,Y1980,Y1980F,Y1980N,Y1981,Y1981F,Y1981N,Y1982,Y1982F,Y1982N,Y1983,Y1983F,Y1983N,Y1984,Y1984F,Y1984N,Y1985,Y1985F,Y1985N,Y1986,Y1986F,Y1986N,Y1987,Y1987F,Y1987N,Y1988,Y1988F,Y1988N,Y1989,Y1989F,Y1989N,Y1990,Y1990F,Y1990N,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N,Y2021,Y2021F,Y2021N,Y2030,Y2030F,Y2030N,Y2050,Y2050F,Y2050N
"2","'004","Afghanistan","5066","Burning - Crop residues","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes","0.105600","E",,"0.108700","E",,"0.108700","E",,"0.109600","E",,"0.109300","E",,"0.109300","E",,"0.102900","E",,"0.096700","E",,"0.098000","E",,"0.100500","E",,"0.108600","E",,"0.121500","E",,"0.105600","E",,"0.105400","E",,"0.107900","E",,"0.107800","E",,"0.107500","E",,"0.107800","E",,"0.101700","E",,"0.095900","E",,"0.092300","E",,"0.088800","E",,"0.084300","E",,"0.081400","E",,"0.077300","E",,"0.074800","E",,"0.077600","E",,"0.072700","E",,"0.070700","E",,"0.069900","E",,"0.071600","E",,"0.065600","E",,"0.079600","E",,"0.084000","E",,"0.083000","E",,"0.079600","E",,"0.080500","E",,"0.082200","E",,"0.073400","E",,"0.068600","E",,"0.060200","E",,"0.061100","E",,"0.088200","E",,"0.078000","E",,"0.090100","E",,"0.084400","E",,"0.085400","E",,"0.076900","E",,"0.089700","E",,"0.086900","E",,"0.083500","E",,"0.088200","E",,"0.089500","E",,"0.091800","E",,"0.076400","E",,"0.079700","E",,"0.072600","E",,"0.055500","E",,"0.077000","E",,"0.090300","E",,,,,"0.090600","E",,"0.090400","E",
"2","'004","Afghanistan","5066","Burning - Crop residues","7230","Emissions (N2O)","3051","UNFCCC","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.021000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","5066","Burning - Crop residues","724413","Emissions (CO2eq) from CH4 (AR5)","3050","FAO TIER 1","kilotonnes","114.055500","E",,"117.412100","E",,"117.412100","E",,"118.326900","E",,"118.019200","E",,"118.072100","E",,"111.101800","E",,"104.479200","E",,"105.834300","E",,"108.495500","E",,"117.302900","E",,"131.214400","E",,"114.012400","E",,"113.803700","E",,"116.582800","E",,"116.407000","E",,"116.129200","E",,"116.371100","E",,"109.809400","E",,"103.591300","E",,"99.648700","E",,"95.919000","E",,"91.062500","E",,"87.874800","E",,"83.462400","E",,"80.744600","E",,"83.844200","E",,"78.544600","E",,"76.314400","E",,"75.534600","E",,"77.297200","E",,"70.878800","E",,"85.998800","E",,"90.742700","E",,"89.645500","E",,"85.998800","E",,"86.932400","E",,"88.807300","E",,"79.312000","E",,"74.118200","E",,"64.974400","E",,"65.949700","E",,"95.248100","E",,"84.248600","E",,"97.304800","E",,"91.098400","E",,"92.179500","E",,"83.088200","E",,"96.919400","E",,"93.820700","E",,"90.213700","E",,"95.298700","E",,"96.617200","E",,"99.155800","E",,"82.464600","E",,"86.055500","E",,"78.391000","E",,"59.892400","E",,"83.139300","E",,"97.513000","E",,,,,"97.817300","E",,"97.599600","E",
"2","'004","Afghanistan","5066","Burning - Crop residues","724413","Emissions (CO2eq) from CH4 (AR5)","3051","UNFCCC","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"281.960000","E",,,,,,,,,,,,,,,,,,,,,,,"140.000000","E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","5066","Burning - Crop residues","724313","Emissions (CO2eq) from N2O (AR5)","3050","FAO TIER 1","kilotonnes","27.985800","E",,"28.809400","E",,"28.809400","E",,"29.033900","E",,"28.958400","E",,"28.971400","E",,"27.261100","E",,"25.636100","E",,"25.968600","E",,"26.621600","E",,"28.782600","E",,"32.196100","E",,"27.975300","E",,"27.924100","E",,"28.606000","E",,"28.562800","E",,"28.494700","E",,"28.554000","E",,"26.944000","E",,"25.418200","E",,"24.450800","E",,"23.535700","E",,"22.344000","E",,"21.561900","E",,"20.479200","E",,"19.812300","E",,"20.572900","E",,"19.272500","E",,"18.725300","E",,"18.534000","E",,"18.966400","E",,"17.391600","E",,"21.101600","E",,"22.265600","E",,"21.996400","E",,"21.101600","E",,"21.330600","E",,"21.790700","E",,"19.460800","E",,"18.186400","E",,"15.942800","E",,"16.182100","E",,"23.371100","E",,"20.672100","E",,"23.875700","E",,"22.352800","E",,"22.618100","E",,"20.387400","E",,"23.781100","E",,"23.020800","E",,"22.135800","E",,"23.383500","E",,"23.707000","E",,"24.329900","E",,"20.234400","E",,"21.115500","E",,"19.234800","E",,"14.695800","E",,"20.399900","E",,"23.926800","E",,,,,"24.001500","E",,"23.948000","E",
"2","'004","Afghanistan","5066","Burning - Crop residues","724313","Emissions (CO2eq) from N2O (AR5)","3051","UNFCCC","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.565000","E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","5066","Burning - Crop residues","723113","Emissions (CO2eq) (AR5)","3050","FAO TIER 1","kilotonnes","142.041300","E",,"146.221500","E",,"146.221500","E",,"147.360800","E",,"146.977600","E",,"147.043500","E",,"138.362800","E",,"130.115300","E",,"131.802900","E",,"135.117000","E",,"146.085500","E",,"163.410500","E",,"141.987600","E",,"141.727800","E",,"145.188700","E",,"144.969800","E",,"144.623800","E",,"144.925100","E",,"136.753300","E",,"129.009500","E",,"124.099600","E",,"119.454700","E",,"113.406500","E",,"109.436700","E",,"103.941600","E",,"100.556900","E",,"104.417100","E",,"97.817100","E",,"95.039700","E",,"94.068600","E",,"96.263700","E",,"88.270300","E",,"107.100300","E",,"113.008200","E",,"111.641900","E",,"107.100300","E",,"108.263100","E",,"110.598000","E",,"98.772800","E",,"92.304700","E",,"80.917200","E",,"82.131800","E",,"118.619100","E",,"104.920800","E",,"121.180500","E",,"113.451200","E",,"114.797600","E",,"103.475600","E",,"120.700500","E",,"116.841600","E",,"112.349500","E",,"118.682200","E",,"120.324200","E",,"123.485700","E",,"102.698900","E",,"107.171000","E",,"97.625900","E",,"74.588200","E",,"103.539200","E",,"121.439800","E",,,,,"121.818800","E",,"121.547600","E",
"2","'004","Afghanistan","5066","Burning - Crop residues","723113","Emissions (CO2eq) (AR5)","3051","UNFCCC","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.525000","E",,,,,,,,,,,,,,,,,,,,,,,"140.000000","E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","5058","Enteric Fermentation","7225","Emissions (CH4)","3050","FAO TIER 1","kilotonnes","240.683100","E",,"245.310600","E",,"255.828500","E",,"259.065000","E",,"265.598000","E",,"276.994000","E",,"280.094000","E",,"288.821000","E",,"286.382000","E",,"290.260000","E",,"287.790000","E",,"231.527000","E",,"244.979000","E",,"262.836000","E",,"282.074000","E",,"288.225000","E",,"280.876000","E",,"280.285000","E",,"274.235000","E",,"275.370000","E",,"278.210000","E",,"277.940000","E",,"262.630000","E",,"230.150000","E",,"202.730000","E",,"160.264000","E",,"172.940000","E",,"181.436000","E",,"179.562000","E",,"178.468200","E",,"187.550000","E",,"189.760000","E",,"190.830000","E",,"197.921000","E",,"211.155500","E",,"239.721300","E",,"264.609500","E",,"283.450200","E",,"318.339500","E",,"272.140000","E",,"225.403000","E",,"287.893000","E",,"293.626000","E",,"285.598000","E",,"295.401000","E",,"300.807000","E",,"304.225000","E",,"339.559000","E",,"345.658000","E",,"401.068000","E",,"402.513000","E",,"396.921000","E",,"393.093000","E",,"398.287000","E",,"382.694000","E",,"380.290700","E",,"370.813300","E",,"378.999400","E",,"363.901800","E",,"378.585800","E",,,,,"453.747400","E",,"603.618500","E",
"2","'004","Afghanistan","5058","Enteric Fermentation","7225","Emissions (CH4)","3051","UNFCCC","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"309.030000","A",,,,,,,,,,,,,,,,,,,,,,,"414.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","5058","Enteric Fermentation","724413","Emissions (CO2eq) from CH4 (AR5)","3050","FAO TIER 1","kilotonnes","6739.127900","E",,"6868.697100","E",,"7163.198600","E",,"7253.820000","E",,"7436.744000","E",,"7755.832000","E",,"7842.632000","E",,"8086.989100","E",,"8018.696000","E",,"8127.280000","E",,"8058.120000","E",,"6482.756000","E",,"6859.412000","E",,"7359.408000","E",,"7898.073100","E",,"8070.300000","E",,"7864.528000","E",,"7847.981100","E",,"7678.580000","E",,"7710.360000","E",,"7789.880000","E",,"7782.320000","E",,"7353.640000","E",,"6444.200000","E",,"5676.440000","E",,"4487.392000","E",,"4842.320000","E",,"5080.208000","E",,"5027.736000","E",,"4997.110800","E",,"5251.400000","E",,"5313.280000","E",,"5343.240000","E",,"5541.788000","E",,"5912.354600","E",,"6712.196400","E",,"7409.066000","E",,"7936.606700","E",,"8913.504900","E",,"7619.920000","E",,"6311.284000","E",,"8061.004000","E",,"8221.528000","E",,"7996.744000","E",,"8271.228000","E",,"8422.596000","E",,"8518.300000","E",,"9507.652000","E",,"9678.424000","E",,"11229.904000","E",,"11270.364000","E",,"11113.788000","E",,"11006.604000","E",,"11152.036000","E",,"10715.431200","E",,"10648.138700","E",,"10382.773200","E",,"10611.984200","E",,"10189.249800","E",,"10600.402600","E",,,,,"12704.928300","E",,"16901.317300","E",
"2","'004","Afghanistan","5058","Enteric Fermentation","724413","Emissions (CO2eq) from CH4 (AR5)","3051","UNFCCC","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8652.840000","E",,,,,,,,,,,,,,,,,,,,,,,"11592.000000","E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
